,Temperature,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
10,70.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,70.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,71.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,71.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,72.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,72.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,73.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,73.5,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,74.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,74.5,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,75.0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,75.5,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,76.0,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,76.5,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,77.0,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,77.5,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,78.0,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,78.5,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,79.0,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,79.5,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,1.090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,80.0,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,80.5,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,81.0,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,81.5,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,82.0,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,82.5,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,83.0,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,83.5,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,84.0,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,59.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,84.5,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,54.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,85.0,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,42.650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,85.5,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,29.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,86.0,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,18.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,86.5,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,87.0,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,6.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,87.5,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,88.0,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,1.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
